,IsWinner,ProductId,TimeOfOfferChange,ConditionNotes,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours,ShipsFromCountry,ShipsFromState
2468,0,2331308440699116991,2016-02-04T04:32:21.260Z,"Your authorized reseller for Microsoft, Adobe, Kaspersky, Norton, Lenovo, ASUS, Toshiba an",0,0,539.76,100,88,-5258359040471270597,62.43,24,48,US,DE
2469,1,2331308440699116991,2016-02-04T04:32:21.260Z,nan,1,0,607.62,94,337,8586667904697145788,0.0,96,120,CA,BC
2471,0,2331308440699116991,2016-02-04T04:32:21.260Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,684.54,95,4078,-1789487307643024748,0.0,48,72,CA,ON
2472,0,2331308440699116991,2016-02-04T04:32:21.260Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,724.88,100,4601,5657218934756058127,0.0,24,48,CA,ON
2473,0,2331308440699116991,2016-02-04T04:32:21.260Z,Can not ship order to PO boxes or remote areas. SMT1500,0,0,661.01,100,384,4987276067789979672,65.44,24,48,CA,ON
2474,0,2331308440699116991,2016-02-04T04:32:21.260Z,nan,0,0,751.0,97,217,-7970120380487528724,0.0,24,48,CA,QC
2475,0,2331308440699116991,2016-02-04T04:32:21.260Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,752.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
2476,0,2331308440699116991,2016-02-04T04:32:21.260Z,Fast shipping.,1,0,726.99,95,4385,-2572277640783537773,63.16,24,48,CA,ON
2478,0,2331308440699116991,2016-02-04T04:32:21.260Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,808.46,98,105,-4763225123075092614,14.99,24,48,CA,QC
2479,0,2331308440699116991,2016-02-04T04:32:21.260Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,835.37,96,35270,6791568714796518563,0.0,96,120,CA,QC
2480,0,2331308440699116991,2016-02-04T04:32:21.260Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,823.66,95,338,2760162070632027753,14.99,24,48,CA,QC
2481,0,2331308440699116991,2016-02-04T04:32:21.260Z,nan,0,0,799.69,93,629,8715827136220149312,157.04,72,96,US,NY
2486,0,2331308440699116991,2016-02-04T04:32:21.260Z,nan,1,0,1061.1,96,1790,1788801474825896666,9.98,96,120,US,NY
2487,0,2331308440699116991,2016-02-04T04:32:21.260Z,nan,0,0,1005.0,92,1500,5477944942700666016,90.71,72,96,US,MI
2488,0,235864883633084877,2016-02-04T04:32:22.051Z,nan,1,0,642.26,95,10182,7102261811958052132,5.03,96,120,CA,BC
2489,0,235864883633084877,2016-02-04T04:32:22.051Z,nan,1,0,651.04,96,1790,1788801474825896666,9.98,96,120,US,NY
2490,0,235864883633084877,2016-02-04T04:32:22.051Z,nan,1,0,659.53,96,1790,1788801474825896666,9.98,96,120,US,NY
2494,0,235864883633084877,2016-02-04T04:32:22.051Z,nan,1,0,707.84,93,2521,-5016003493506265192,20.45,24,48,US,VA
2495,1,235864883633084877,2016-02-04T04:32:22.051Z,"GST/HST Only, No PST. Part Number: E10GSFPLR",1,0,738.11,95,4385,-2572277640783537773,11.08,24,48,CA,ON
2498,0,235864883633084877,2016-02-04T04:32:22.051Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,796.57,96,35270,6791568714796518563,0.0,96,120,CA,QC
2501,0,235864883633084877,2016-02-04T04:32:22.051Z,Duty free - Ships from USA,1,0,917.49,98,1446,1163115142515862290,0.0,24,48,US,CA
2504,0,-2862419284850792092,2016-02-04T04:32:23.044Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,5.33,96,35270,6791568714796518563,0.0,96,120,CA,QC
2506,0,-2862419284850792092,2016-02-04T04:32:23.044Z,* Free shipping from Canada / Livraison GRATUITE depuis Canada *,1,0,5.95,100,4601,5657218934756058127,0.0,24,48,CA,ON
2509,0,-2862419284850792092,2016-02-04T04:32:23.044Z,.,1,0,5.39,98,478,5452082314297826053,6.99,48,72,CA,ON
2510,0,-2862419284850792092,2016-02-04T04:32:23.044Z,nan,0,0,4.86,98,3293,4143506568603310959,7.99,24,48,US,NY
2512,0,-2862419284850792092,2016-02-04T04:32:23.044Z,nan,1,0,8.45,95,10182,7102261811958052132,5.0,96,120,CA,BC
2520,0,-2862419284850792092,2016-02-04T04:32:23.044Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,10.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
2521,0,-2862419284850792092,2016-02-04T04:32:23.044Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,5.46,95,338,2760162070632027753,14.99,24,48,CA,QC
2522,0,-2862419284850792092,2016-02-04T04:32:23.044Z,nan,1,0,10.63,96,1790,1788801474825896666,9.98,96,120,US,NY
2524,0,-520018489255350176,2016-02-04T04:32:43.256Z,Fast Shipping on Part Number: RKBS15S2F10R! And with all purchases a portion goes toward p,0,0,88.25,98,63,-2850739555357681791,0.0,24,48,CA,ON
2525,1,-520018489255350176,2016-02-04T04:32:43.256Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,101.11,96,35270,6791568714796518563,0.0,96,120,CA,QC
2526,0,-520018489255350176,2016-02-04T04:32:43.256Z,nan,0,0,95.81,0,0,3016340757275842199,5.54,504,720,CA,ON
2527,0,-520018489255350176,2016-02-04T04:32:43.256Z,nan,0,0,70.7,98,3293,4143506568603310959,30.83,48,72,US,NY
2530,0,-520018489255350176,2016-02-04T04:32:43.256Z,Part Number: RKBS15S2F10R,1,0,101.25,95,4385,-2572277640783537773,16.04,24,48,CA,ON
2531,0,-520018489255350176,2016-02-04T04:32:43.256Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,112.89,96,7090,-373508113925093038,12.95,24,48,CA,ON
2536,0,-520018489255350176,2016-02-04T04:32:43.256Z,nan,1,0,132.18,96,1790,1788801474825896666,9.98,96,120,US,NY
2542,0,-520018489255350176,2016-02-04T04:32:43.256Z,nan,0,0,240.1,0,0,-4683571967892208150,6.98,96,120,US,FL
2544,0,-842452135411720311,2016-02-04T04:32:32.335Z,nan,1,0,685.09,95,10182,7102261811958052132,13.61,96,120,CA,BC
2546,0,-842452135411720311,2016-02-04T04:32:32.335Z,nan,0,0,750.52,97,217,-7970120380487528724,0.0,24,48,CA,QC
2547,0,-842452135411720311,2016-02-04T04:32:32.335Z,"GST/HST Only, No PST. Part Mummber: PDUMH20ATNET",1,0,786.66,95,4385,-2572277640783537773,28.32,24,48,CA,ON
2548,0,-842452135411720311,2016-02-04T04:32:32.335Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,866.74,96,35270,6791568714796518563,0.0,96,120,CA,QC
2551,0,-842452135411720311,2016-02-04T04:32:32.335Z,nan,1,0,983.09,96,1790,1788801474825896666,9.98,96,120,US,NY
2552,0,-842452135411720311,2016-02-04T04:32:32.335Z,nan,1,0,986.43,96,1790,1788801474825896666,9.98,96,120,US,NY
2553,0,-842452135411720311,2016-02-04T04:32:32.335Z,nan,0,0,1063.55,50,2,-7084126735194704117,24.32,24,48,US,CA
2554,0,-842452135411720311,2016-02-04T04:32:32.335Z,Duty free - Ships from USA,1,0,1090.17,98,1446,1163115142515862290,0.0,24,48,US,CA
2557,1,-502107570488092482,2016-02-04T04:32:35.398Z,FREE SHIPPING on all items - All orders are shipped from Ontario with a tracking # and ins,1,0,64.99,100,2507,3049248978081614975,0.0,24,48,CA,ON
2561,0,-502107570488092482,2016-02-04T04:32:35.398Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,69.31,95,4078,-1789487307643024748,0.0,48,72,CA,ON
2562,0,-502107570488092482,2016-02-04T04:32:35.398Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,60.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
2563,0,-502107570488092482,2016-02-04T04:32:35.398Z,nan,0,0,59.13,98,3293,4143506568603310959,10.99,48,72,US,NY
2566,0,-502107570488092482,2016-02-04T04:32:35.398Z,"GST/HST Only, No PST.",1,0,61.18,95,4385,-2572277640783537773,11.4,24,48,CA,ON
2567,0,-502107570488092482,2016-02-04T04:32:35.398Z,nan,1,0,62.94,96,1790,1788801474825896666,9.98,96,120,US,NY
2568,0,-502107570488092482,2016-02-04T04:32:35.398Z,nan,1,0,72.41,93,629,8715827136220149312,1.22,72,96,US,NY
2569,0,-502107570488092482,2016-02-04T04:32:35.398Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,66.97,95,4078,-1789487307643024748,8.29,48,72,CA,ON
2571,0,-502107570488092482,2016-02-04T04:32:35.398Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,75.6,96,35270,6791568714796518563,0.0,96,120,CA,QC
2573,0,-502107570488092482,2016-02-04T04:32:35.398Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,78.5,100,4601,5657218934756058127,0.0,24,48,CA,ON
2574,0,-502107570488092482,2016-02-04T04:32:35.398Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,69.18,96,7090,-373508113925093038,9.95,24,48,CA,ON
2575,0,-502107570488092482,2016-02-04T04:32:35.398Z,nan,1,0,58.25,93,2521,-5016003493506265192,22.19,24,48,US,VA
2578,0,-1371066835942942551,2016-02-04T04:32:56.095Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,42.82,95,4078,-1789487307643024748,0.0,48,72,CA,ON
2579,0,-1371066835942942551,2016-02-04T04:32:56.095Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,42.92,96,35270,6791568714796518563,0.0,96,120,CA,QC
2580,0,-1371066835942942551,2016-02-04T04:32:56.095Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,48.0,95,4078,-1789487307643024748,0.0,48,72,CA,ON
2582,0,-1371066835942942551,2016-02-04T04:32:56.095Z,"GST/HST Only, No PST. Part Number: IMOUSE G25",1,0,42.01,95,4385,-2572277640783537773,11.49,24,48,CA,ON
2583,0,-1371066835942942551,2016-02-04T04:32:56.095Z,nan,1,0,44.31,96,1790,1788801474825896666,9.98,96,120,US,NY
2584,0,-1371066835942942551,2016-02-04T04:32:56.095Z,nan,1,0,44.35,96,1790,1788801474825896666,9.98,96,120,US,NY
2586,0,-1371066835942942551,2016-02-04T04:32:56.095Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,43.47,95,338,2760162070632027753,14.99,24,48,CA,QC
2589,0,-1371066835942942551,2016-02-04T04:32:56.095Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,61.43,96,7090,-373508113925093038,9.95,24,48,CA,ON
2592,0,-1371066835942942551,2016-02-04T04:32:56.095Z,nan,1,0,61.95,97,4513,622743086816758000,22.03,144,240,US,NJ
2593,0,-1371066835942942551,2016-02-04T04:32:56.095Z,Duty free - Ships from USA,1,0,99.4,98,1446,1163115142515862290,0.0,24,48,US,CA
2596,1,5704532621799502384,2016-02-04T04:32:59.863Z,nan,1,0,72.36,95,10182,7102261811958052132,0.0,24,48,CA,BC
2597,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,1,0,64.99,95,388,372810465311996780,10.0,24,48,CA,ON
2598,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,1,0,70.0,94,97,-8765987117456162057,5.54,48,72,CA,ON
2599,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,0,0,70.99,93,3182,7600946845041350706,10.0,24,48,CA,ON
2600,0,5704532621799502384,2016-02-04T04:32:59.863Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,82.97,95,4078,-1789487307643024748,0.0,48,72,CA,ON
2601,0,5704532621799502384,2016-02-04T04:32:59.863Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,76.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
2602,0,5704532621799502384,2016-02-04T04:32:59.863Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,88.26,96,35270,6791568714796518563,0.0,96,120,CA,QC
2603,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,1,0,79.26,96,1790,1788801474825896666,9.98,96,120,US,NY
2604,0,5704532621799502384,2016-02-04T04:32:59.863Z,"GST/HST Only, No PST. Part Mummber: CMZ8GX3M2A1600C9",1,0,78.16,95,4385,-2572277640783537773,11.22,24,48,CA,ON
2605,0,5704532621799502384,2016-02-04T04:32:59.863Z,Can not ship order to PO boxes or remote areas. CMZ8GX3M2A1600C9,1,0,78.29,100,384,4987276067789979672,13.24,24,48,CA,ON
2606,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,1,0,82.72,96,1790,1788801474825896666,9.98,96,120,US,NY
2607,0,5704532621799502384,2016-02-04T04:32:59.863Z,nan,0,0,87.35,67,9,1929046423112965216,6.98,24,48,CA,AB
2610,0,5704532621799502384,2016-02-04T04:32:59.863Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,89.26,95,338,2760162070632027753,14.99,24,48,CA,QC
2617,0,360869627335488567,2016-02-04T04:32:38.663Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,35.5,96,35270,6791568714796518563,0.0,96,120,CA,QC
2618,1,360869627335488567,2016-02-04T04:32:38.663Z,nan,1,0,22.97,97,217,-7970120380487528724,12.95,24,48,CA,QC
2619,0,360869627335488567,2016-02-04T04:32:38.663Z,nan,0,0,26.01,98,3293,4143506568603310959,11.66,24,48,US,NY
2622,0,360869627335488567,2016-02-04T04:32:38.663Z,nan,1,0,36.66,96,1790,1788801474825896666,9.98,96,120,US,NY
2625,0,360869627335488567,2016-02-04T04:32:38.663Z,"GST/HST Only, No PST. Part Mummber: P504-015",1,0,41.74,95,4385,-2572277640783537773,11.8,24,48,CA,ON
2628,0,360869627335488567,2016-02-04T04:32:38.663Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,53.49,96,7090,-373508113925093038,9.95,24,48,CA,ON
2629,0,360869627335488567,2016-02-04T04:32:38.663Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,55.07,95,4078,-1789487307643024748,8.6,96,120,CA,ON
2632,0,360869627335488567,2016-02-04T04:32:38.663Z,nan,1,0,54.82,97,4513,622743086816758000,21.42,144,240,US,NJ
2634,0,360869627335488567,2016-02-04T04:32:38.663Z,Duty free - Ships from USA,1,0,88.69,98,1446,1163115142515862290,0.0,24,48,US,CA
2637,0,3219648451275033792,2016-02-04T04:32:44.475Z,nan,1,0,42.14,95,10182,7102261811958052132,6.16,96,120,CA,BC
2638,0,3219648451275033792,2016-02-04T04:32:44.475Z,.,1,0,45.59,98,478,5452082314297826053,6.99,24,48,CA,ON
2639,0,3219648451275033792,2016-02-04T04:32:44.475Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,56.07,96,35270,6791568714796518563,0.0,96,120,CA,QC
2640,0,3219648451275033792,2016-02-04T04:32:44.475Z,nan,0,0,39.23,98,3293,4143506568603310959,18.59,48,72,US,NY
2643,0,3219648451275033792,2016-02-04T04:32:44.475Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,54.81,95,338,2760162070632027753,14.99,24,48,CA,QC
2644,0,3219648451275033792,2016-02-04T04:32:44.475Z,nan,1,0,44.11,93,2521,-5016003493506265192,32.91,24,48,US,VA
2645,0,3219648451275033792,2016-02-04T04:32:44.475Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,67.62,96,7090,-373508113925093038,9.95,24,48,CA,ON
2646,0,3219648451275033792,2016-02-04T04:32:44.475Z,Part Number: MXT101MMHQ40,1,0,64.99,95,4385,-2572277640783537773,13.34,24,48,CA,ON
2649,0,3219648451275033792,2016-02-04T04:32:44.475Z,nan,1,0,70.35,96,1790,1788801474825896666,9.98,96,120,US,NY
2656,1,-807932233790161515,2016-02-04T04:32:50.331Z,nan,1,0,55.82,95,10182,7102261811958052132,5.42,24,48,CA,BC
2658,0,-807932233790161515,2016-02-04T04:32:50.331Z,nan,0,0,68.09,67,9,1929046423112965216,6.98,24,48,CA,AB
2659,0,-807932233790161515,2016-02-04T04:32:50.331Z,Fast shipping.,1,0,63.99,95,4385,-2572277640783537773,11.85,24,48,CA,ON
2660,0,-807932233790161515,2016-02-04T04:32:50.331Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,67.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
2661,0,-807932233790161515,2016-02-04T04:32:50.331Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,77.48,100,4601,5657218934756058127,0.0,24,48,CA,ON
2662,0,-807932233790161515,2016-02-04T04:32:50.331Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,78.54,96,35270,6791568714796518563,0.0,96,120,CA,QC
2663,0,-807932233790161515,2016-02-04T04:32:50.331Z,Can not ship order to PO boxes or remote areas. EAH6450SILENT/DI/1GD3(LP),1,0,65.19,100,384,4987276067789979672,13.86,24,48,CA,ON
2664,0,-807932233790161515,2016-02-04T04:32:50.331Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,72.98,95,4078,-1789487307643024748,8.63,48,72,CA,ON
2666,0,-807932233790161515,2016-02-04T04:32:50.331Z,nan,1,0,74.16,96,1790,1788801474825896666,9.98,96,120,US,NY
2667,0,-807932233790161515,2016-02-04T04:32:50.331Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,75.18,96,7090,-373508113925093038,9.95,24,48,CA,ON
2668,0,-807932233790161515,2016-02-04T04:32:50.331Z,nan,1,0,76.05,96,1790,1788801474825896666,9.98,96,120,US,NY
2670,0,-807932233790161515,2016-02-04T04:32:50.331Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,76.18,95,338,2760162070632027753,14.99,24,48,CA,QC
2671,0,-807932233790161515,2016-02-04T04:32:50.331Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,81.01,98,105,-4763225123075092614,14.99,24,48,CA,QC
